V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88
1,0.8333333333333334,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.9420289855072463,0.8260869565217391,0.6521739130434783,0.42028985507246375,0.13043478260869565,0.10869565217391304,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0.9683794466403162,0.8735177865612648,0.6837944664031621,0.3675889328063241,0.308300395256917,0.2490118577075099,0.18972332015810275,0.13043478260869565,0.07114624505928854,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.011857707509881422,0.009881422924901186,0.007905138339920948,0.005928853754940711,0.003952569169960474,0.001976284584980237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0.9759081498211933,0.8795407491059665,0.6386222473178995,0.5482778091473743,0.4579333709768492,0.3675889328063241,0.277244494635799,0.18690005646527386,0.09655561829474874,0.09316770186335403,0.08977978543195934,0.08639186900056466,0.08300395256916997,0.07961603613777526,0.07622811970638058,0.07284020327498589,0.06945228684359118,0.0660643704121965,0.06267645398080181,0.05928853754940711,0.055900621118012424,0.05251270468661773,0.04912478825522304,0.045736871823828344,0.045736871823828344,0.045736871823828344,0.045736871823828344,0.03820816864295125,0.030679465462074156,0.023150762281197064,0.01562205910031997,0.008093355919442876,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,5.64652738565782e-4,4.705439488048184e-4,3.764351590438547e-4,2.82326369282891e-4,1.8821757952192734e-4,9.410878976096367e-5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0.9040090344438171,0.8136645962732919,0.7233201581027668,0.6329757199322417,0.5426312817617166,0.4522868435911914,0.3619424054206663,0.34839073969508755,0.33483907396950874,0.32128740824393,0.30773574251835123,0.2941840767927724,0.28063241106719367,0.2670807453416149,0.25352907961603616,0.23997741389045738,0.2264257481648786,0.21287408243929984,0.19932241671372106,0.1857707509881423,0.17221908526256352,0.15866741953698477,0.134669678147939,0.11067193675889328,0.11067193675889328,0.09561453039713909,0.08055712403538491,0.06549971767363072,0.05044231131187653,0.035384904950122344,0.020327498588368152,0.019762845849802372,0.019198193111236588,0.018633540372670808,0.018068887634105024,0.017504234895539244,0.01693958215697346,0.01637492941840768,0.015810276679841896,0.015245623941276116,0.014680971202710334,0.014116318464144552,0.01355166572557877,0.012987012987012988,0.012422360248447204,0.011857707509881422,0.01129305477131564,0.010728402032749858,0.010163749294184076,0.009599096555618294,0.009034443817052512,0.00846979107848673,0.007905138339920948,0.007340485601355167,0.006775832862789385,0.006211180124223602,0.00564652738565782,0.005081874647092038,0.004517221908526256,0.003952569169960474,0.0033879164313946925,0.0032938076416337285,0.003199698851872765,0.003105590062111801,0.0030114812723508375,0.002540937323546019,0.002070393374741201,0.0015998494259363825,0.001129305477131564,6.587615283267457e-4,1.8821757952192734e-4,1.6469038208168644e-4,1.411631846414455e-4,1.176359872012046e-4,9.410878976096367e-5,7.058159232072275e-5,4.7054394880481836e-5,2.3527197440240918e-5,0,0,0,0
1,1,1,1,1,1,1,0.9547089066539868,0.9207405866444768,0.8867722666349669,0.8528039466254569,0.818835626615947,0.7735445332699338,0.7478676929477844,0.7221908526256352,0.6949092097833517,0.6692323694612025,0.6419507266189188,0.6130642812565009,0.5873874409343517,0.5601057980920681,0.5312193527296503,0.500728104847098,0.4750512645249487,0.44776962168266515,0.41888317632024724,0.38839192843769504,0.35629587803500845,0.2996820113524919,0.24306814466997534,0.21320098665636422,0.19418110493625368,0.17516122321614314,0.15614134149603257,0.13712145977592202,0.11810157805581147,0.09908169633570091,0.09622871407768432,0.09337573181966774,0.09052274956165117,0.08766976730363459,0.084816785045618,0.08184492852685073,0.07899194626883414,0.07613896401081756,0.07328598175280097,0.07043299949478439,0.06746114297601712,0.06448928645724984,0.06163630419923326,0.05878332194121668,0.055930339683200096,0.05295848316443282,0.04998662664566555,0.047014770126898274,0.04416178786888169,0.041308805610865106,0.03833694909209783,0.03536509257333056,0.03239323605456328,0.029421379535796013,0.02656839727777943,0.023596540759012154,0.02062468424024488,0.017652827721477606,0.014680971202710334,0.01170911468394306,0.01117418051056495,0.01063924633718684,0.010104312163808731,0.009569377990430622,0.008157746144016167,0.006746114297601712,0.005334482451187257,0.003922850604772802,0.0025112187583583466,0.0010995869119438913,9.658533685993641e-4,8.321198252548367e-4,6.983862819103094e-4,5.64652738565782e-4,4.3091919522125473e-4,2.971856518767274e-4,1.6345210853220007e-4,2.9718565187672738e-5,2.2288923890754554e-5,1.4859282593836369e-5,7.429641296918184e-6
1,1,1,1,1,1,1,1,1,1,1,1,1,0.9803411691283545,0.960682338256709,0.9400873725816518,0.9204285417100062,0.8998335760349491,0.8717495319325983,0.8520907010609527,0.8314957353858956,0.8034116912835448,0.7678385687539006,0.7416267942583732,0.7144788849594341,0.6798418972332015,0.6377158310796754,0.5881006864988558,0.5225712502600375,0.4570418140212191,0.35406698564593303,0.33944710260499733,0.3248272195640617,0.310207336523126,0.29558745348219034,0.28096757044125464,0.266347687400319,0.2596907287982803,0.2526177102836142,0.24512863185632064,0.2372234935163997,0.22890229526385134,0.22150567459491943,0.21443265608025333,0.20694357765295981,0.19903843931303886,0.19071724106049048,0.1833206203915586,0.17550793980999932,0.16801886138270578,0.16011372304278482,0.15179252479023647,0.14439590412130457,0.13658322353974528,0.12835448304555855,0.12044934470563762,0.11212814645308924,0.10473152578415737,0.09691884520259807,0.08869010470841135,0.0800453043015972,0.07172410604904884,0.06432748538011696,0.05651480479855766,0.04828606430437094,0.0396412638975568,0.03058040357811525,0.02881214894944872,0.02704389432078219,0.025275639692115666,0.023507385063449137,0.02021357742181541,0.01691976978018168,0.013625962138547951,0.010332154496914223,0.007038346855280494,0.003744539213646765,0.0033024755564801333,0.002860411899313501,0.0024183482421468692,0.001976284584980237,0.0015342209278136052,0.0010921572706469732,6.500936134803412e-4,2.0802995631370917e-4,1.5602246723528187e-4,1.0401497815685458e-4,5.200748907842729e-5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9908956301472118,0.9908956301472118,0.9817912602944235,0.9663725694147016,0.9663725694147016,0.9572681995619133,0.9418495086821914,0.918354360674996,0.918354360674996,0.9046978058958137,0.8801747451633035,0.8430230423769258,0.7914805614361409,0.7459587121721999,0.7004368629082588,0.5234890294790685,0.5181863051024446,0.5128835807258206,0.5075808563491966,0.5022781319725727,0.4969754075959487,0.4916726832193248,0.48351464571682634,0.4730070934136084,0.46015002630967095,0.44494344440501393,0.4273873476996374,0.4171408525964994,0.40650277169324145,0.393515175989264,0.378178065484567,0.3604914401791505,0.3502449450760125,0.33738787797207503,0.3242697536680576,0.30880211456332063,0.29098496065786417,0.28073846555472615,0.2678813984507887,0.2524137593460517,0.23681559164127478,0.2188679091357783,0.2086214140326403,0.19576434692870284,0.18029670782396587,0.16221849671842942,0.14414028561289297,0.13389379050975497,0.1210367234058175,0.10556908430108053,0.08749087319554408,0.06680209008920814,0.062391311146190676,0.0579805322031732,0.053569753260155735,0.04915897431713827,0.04258359609012456,0.036012296881862096,0.029439638000682555,0.022865619446585928,0.01629024121957222,0.009708064627973094,0.008598571527633313,0.00748907842729353,0.006379585326953748,0.005270092226613966,0.004160599126274184,0.0030511060259344014,0.0019416129255946189,8.321198252548367e-4,6.240898689411275e-4,4.1605991262741833e-4,2.0802995631370917e-4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9962829941629242,0.9962829941629242,0.9962829941629242,0.9925659883258483,0.9851319766516967,0.9851319766516967,0.9851319766516967,0.977697964977545,0.9591129357921658,0.9256598832584834,0.9070748540731042,0.888489824887725,0.6985095265482936,0.6985095265482936,0.6985095265482936,0.6985095265482936,0.6985095265482936,0.6985095265482936,0.6985095265482936,0.6942051420110378,0.6848621495613015,0.6698197481613823,0.6484171367735777,0.6199935143601855,0.6126665769282541,0.602442516428248,0.586519046978059,0.5642353675399846,0.5349306770763225,0.5276037396443911,0.5134271099744245,0.4966225724739657,0.47345782498562144,0.4432720664716896,0.4359451290397582,0.4217684993697916,0.4000813764240874,0.3760355608854734,0.3449687343212717,0.3376417968893403,0.3234651672193737,0.3017780442736695,0.2719196270145254,0.23997173240005384,0.23264479496812246,0.21846816529815588,0.1967810423524517,0.16692262509330755,0.12823211248302108,0.11910020925366194,0.1099683060243028,0.10083640279494364,0.0917044995655845,0.0799569255619868,0.06824300346308693,0.05651684430793329,0.0447784480965259,0.03302781482886477,0.021219055543998337,0.01887871853546911,0.01653838152693988,0.014198044518410651,0.011857707509881422,0.009517370501352195,0.007177033492822967,0.0048366964842937385,0.00249635947576451,0.0018722696068233825,0.001248179737882255,6.240898689411275e-4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9965277352879991,0.9861109411519965,0.9826386764399956,0.9791664117279947,0.8477404275627455,0.8477404275627455,0.8477404275627455,0.8477404275627455,0.8477404275627455,0.8477404275627455,0.8477404275627455,0.8477404275627455,0.8437205545833895,0.8324869369424491,0.8108457029576965,0.7756029809469034,0.7737653829994656,0.7675611954788156,0.7538495739464914,0.729436646720265,0.6911285421179081,0.6892909441704703,0.6786732583609687,0.6624836329372606,0.6352990124695603,0.5939255252756397,0.5920879273282019,0.5814702415187003,0.5579975281146368,0.5280412144054626,0.4836023446199782,0.48176474667254043,0.4711470608630388,0.4476743474589753,0.4072716667278519,0.3597674143508038,0.357929816403366,0.34731213059386434,0.3238394171898008,0.2834367364586775,0.22202914866799642,0.20566208592860902,0.1892868651517191,0.1729034863373267,0.1565119494854318,0.13729977116704806,0.11824055605183617,0.09912015565535555,0.07993856997760619,0.06069579901858809,0.041177694293860666,0.036812124475336216,0.03244604477946785,0.028079455206255582,0.02371235575569941,0.019345256305143235,0.014977646977243155,0.010609527771999168,0.006240898689411275,0.004680674017058456,0.0031204493447056377,0.0015602246723528188
